epoch,accuracy,loss,val_accuracy,val_loss
0,0.3449999988079071,0.6682085990905762,0.0,0.0
1,0.7712500095367432,0.24305365979671478,0.0,0.0
2,0.8424999713897705,0.1769462525844574,0.0,0.0
3,0.9175000190734863,0.13272570073604584,0.0,0.0
4,0.9287499785423279,0.10866236686706543,0.0,0.0
5,0.9549999833106995,0.09487795829772949,0.0,0.0
